x0,x1,x2,y,x3,x4
A1,28.0,A3,0.11,,0.0
A0,15.0,A7,0.04,,0.0
A12,11.0,A6,0.0,0.0,0.28
A5,34.0,A4,0.05,,0.0
A1,30.0,A3,0.11,0.0,0.0
A5,29.0,A10,0.22,0.12,0.11
A1,30.0,A8,0.17,0.0,0.0
A6,23.0,A8,0.02,0.01,0.0
A15,13.0,A11,0.0,0.0,0.73
A17,26.0,,0.13,,0.0
A17,24.0,A4,0.04,,0.0
A1,29.0,A0,0.0,0.01,0.0
A7,35.0,A2,0.0,0.0,0.02
A3,31.0,A8,0.0,0.0,0.02
A11,27.0,A5,0.01,,0.0
A4,32.0,A3,0.07,0.0,0.0
A9,31.0,A8,0.12,0.0,0.0
A0,16.0,A7,0.02,0.01,0.0
A4,28.0,A7,0.15,0.14,0.0
A4,35.0,A2,0.0,,0.0
A3,28.0,A0,0.16,0.0,0.0
A9,29.0,A0,2.1,,0.06
A11,30.0,A3,0.0,,0.0
A4,29.0,A11,0.21,0.08,0.04
A21,17.0,A7,0.0,0.0,0.05
A10,24.0,A6,0.33,,0.0
A11,28.0,A5,0.0,0.03,0.0
A14,20.0,A4,0.0,0.0,0.11
A21,17.0,A9,0.28,,0.0
A6,24.0,A9,0.65,0.51,0.0
A6,24.0,A2,0.96,,0.04
A10,22.0,A8,0.4,0.15,0.0
A0,16.0,A11,0.07,0.05,0.15
A1,32.0,A1,0.0,,0.0
A0,19.0,A0,0.03,,0.0
A7,35.0,A2,0.0,0.0,0.1
A5,26.0,A0,0.31,0.12,0.0
A22,35.0,A10,0.1,0.04,0.06
A1,25.0,A6,0.21,0.04,0.0
A3,28.0,A4,0.0,0.0,0.07
A13,23.0,A2,0.05,,0.0
A5,32.0,A7,0.07,0.06,0.0
A0,18.0,A0,0.43,0.29,0.0
A1,27.0,A8,0.0,,0.05
A4,25.0,A2,0.2,0.03,0.0
A5,36.0,A8,0.0,,0.06
A1,29.0,A0,1.22,1.66,0.27
A9,29.0,A8,3.51,3.03,0.0
A6,23.0,A3,1.05,0.59,0.0
A3,25.0,A2,0.17,0.01,0.0
A1,28.0,A4,0.04,0.01,0.0
A9,29.0,A2,0.33,0.32,0.0
A9,31.0,A2,1.4,1.14,0.0
A10,25.0,A2,0.11,0.04,0.0
A10,21.0,A0,0.0,,0.27
A2,32.0,A10,0.31,,0.21
A9,29.0,A8,0.17,0.02,0.0
A6,24.0,A8,0.07,0.05,0.0
A6,22.0,A10,0.0,0.0,0.05
A5,31.0,A2,0.15,0.12,0.0
A6,22.0,A0,0.0,0.0,0.04
A1,27.0,A4,0.27,0.05,0.22
A17,23.0,A11,0.44,0.12,0.45
A16,36.0,A4,0.0,,0.01
A21,20.0,A2,0.14,,0.05
A20,12.0,A11,1.95,0.63,0.0
A10,22.0,A0,0.11,,0.0
A6,22.0,A2,0.03,0.02,0.0
A19,7.0,A4,2.19,,1.61
A3,26.0,A0,0.41,0.08,0.0
A7,35.0,A9,0.03,0.13,0.03
A9,27.0,A3,0.24,,0.0
A17,24.0,A6,0.03,0.01,0.0
A6,27.0,A8,0.0,0.0,0.01
A1,30.0,A1,0.0,0.05,0.0
A9,,A7,0.02,0.0,0.0
A1,27.0,A1,0.13,,0.01
A10,25.0,A6,0.01,0.0,0.0
A3,29.0,A4,0.0,,0.23
A10,25.0,A10,0.01,0.01,0.0
A11,31.0,A3,0.0,,0.0
A4,32.0,A8,0.9,,0.0
A6,24.0,A10,0.03,,0.0
A0,18.0,A2,1.15,,0.06
A1,27.0,A6,0.26,0.04,0.24
A1,29.0,A3,0.08,0.02,0.0
A0,20.0,A6,1.93,1.58,0.0
A3,29.0,A2,0.0,0.0,0.07
A1,28.0,A10,0.0,,0.07
A3,26.0,A9,0.0,0.0,0.1
A10,22.0,A2,0.47,0.17,0.0
A3,29.0,A4,0.0,0.0,0.01
A3,29.0,A5,0.0,0.0,0.01
A2,32.0,A2,0.0,0.0,0.27
A1,25.0,A0,0.19,0.01,0.0
A10,22.0,A2,0.02,,0.0
A11,32.0,A10,0.0,0.19,0.0
A1,27.0,A0,0.07,,0.0
A1,28.0,A6,0.05,0.0,0.0
A6,28.0,A2,0.32,0.01,0.0
A10,22.0,A9,0.1,0.04,0.0
A12,17.0,A8,0.76,0.3,0.12
A11,,A10,0.24,,0.0
A21,18.0,A0,0.08,0.02,0.0
A9,29.0,A8,0.07,,0.0
A0,21.0,A7,0.31,0.21,0.0
A4,29.0,A4,0.1,0.08,0.0
A3,30.0,A2,0.07,0.02,0.0
A9,29.0,A2,0.38,0.01,0.0
A1,,A10,0.02,0.0,0.0
A0,19.0,A8,0.14,0.1,0.0
A0,15.0,A10,0.02,,0.12
A1,30.0,A8,0.14,0.0,0.0
A6,21.0,A7,0.3,0.24,0.13
A4,30.0,A8,14.97,,0.24
A4,27.0,A2,0.08,0.01,0.0
A1,,A0,0.0,0.0,0.1
A7,35.0,A4,0.0,,0.01
A4,31.0,A8,0.87,0.0,0.0
A17,21.0,A3,1.92,0.16,0.99
A9,28.0,A8,0.17,0.05,0.0
A3,26.0,A7,0.44,,0.0
A23,34.0,A2,2.26,0.89,0.0
A7,36.0,A10,0.0,,0.22
A3,25.0,A0,0.2,0.0,0.0
A15,16.0,A0,0.0,0.0,1.04
A2,34.0,A2,0.0,0.0,0.07
A13,24.0,A9,0.01,0.0,0.0
A10,24.0,A6,0.09,,0.0
A7,36.0,A4,0.01,0.02,0.0
A15,15.0,A9,0.0,0.0,0.04
A6,28.0,A8,0.0,,0.05
A6,27.0,A2,0.0,0.0,0.09
A1,28.0,A8,0.08,0.0,0.0
A1,28.0,A3,0.0,0.0,0.03
A6,24.0,A10,0.0,,1.65
A2,31.0,A3,0.1,0.06,0.08
A9,28.0,A2,0.08,0.0,0.0
A6,26.0,A4,0.15,0.12,0.0
A1,31.0,A9,0.09,,0.0
A1,28.0,A4,0.0,,0.0
A1,28.0,A1,0.0,0.03,0.0
A5,30.0,A9,0.25,,0.08
A8,18.0,A0,0.0,0.0,0.12
A4,31.0,A4,1.52,,0.02
A21,20.0,A0,0.01,0.0,0.0
A5,30.0,A2,0.45,0.94,0.06
A16,34.0,A1,0.0,0.0,0.05
A9,29.0,A10,0.16,0.02,0.0
A3,30.0,A6,0.05,0.08,0.0
A0,18.0,A2,0.19,0.13,0.0
A1,30.0,A10,0.0,0.0,0.02
A1,28.0,A3,0.34,0.2,0.0
A17,23.0,A2,0.06,0.02,0.0
A0,,A4,0.09,0.06,0.0
A5,27.0,A2,0.38,0.37,0.0
A1,28.0,A3,0.09,0.0,0.0
A5,32.0,A2,0.36,0.28,0.0
A16,32.0,A9,0.17,,0.0
A6,25.0,A6,0.12,,0.0
A9,31.0,A7,0.11,0.0,0.0
A16,33.0,A4,0.0,0.0,0.02
A10,22.0,A2,0.01,0.0,0.0
A3,30.0,A2,0.0,,0.72
A9,27.0,A2,0.44,0.04,0.0
A5,26.0,A9,0.14,,0.0
A6,20.0,A2,0.24,,0.34
A7,36.0,A2,0.0,0.0,0.09
A3,28.0,A11,0.0,0.0,0.08
A13,24.0,A1,0.02,0.0,0.0
A4,30.0,A2,0.24,0.09,0.01
A4,29.0,A4,0.0,0.0,0.06
A11,12.0,A7,0.02,0.0,0.0
A19,3.0,A6,0.33,0.07,0.7
A10,24.0,A2,0.0,0.0,0.07
A5,34.0,A7,1.54,1.94,0.19
A23,36.0,A7,0.08,0.04,0.0
A0,18.0,A6,0.18,0.12,0.0
A1,29.0,A10,0.0,,0.17
A15,15.0,A0,0.0,0.0,0.03
A1,31.0,A2,0.32,0.19,0.0
A9,28.0,A0,0.2,0.0,0.0
A10,25.0,A9,0.04,0.02,0.0
A1,27.0,A3,0.44,0.01,0.25
A9,31.0,A11,0.11,0.07,0.0
A1,29.0,A1,0.01,0.19,0.0
A4,26.0,A7,1.09,,0.1
A1,29.0,A1,0.04,0.0,0.0
A11,28.0,A4,0.0,,0.0
A10,24.0,A6,0.0,0.0,0.41
A13,26.0,A6,0.07,0.02,0.0
A4,27.0,A9,0.25,0.32,0.0
A13,25.0,A9,0.61,,0.0
A6,27.0,A11,0.0,,0.02
A3,27.0,A10,0.0,0.0,0.12
A11,28.0,A2,0.0,0.02,0.0
A6,26.0,A4,0.0,0.0,0.03
A6,27.0,A9,0.03,0.03,0.0
A5,28.0,A2,0.0,0.17,0.09
A3,32.0,A10,0.0,0.0,0.08
A10,24.0,A2,0.03,0.01,0.0
A6,29.0,A8,0.0,0.0,0.08
A13,,A8,0.77,0.11,0.0
A11,30.0,A10,0.86,0.48,0.0
A6,22.0,A0,0.09,,0.0
A13,22.0,A8,0.07,0.02,0.0
A5,31.0,A11,0.17,0.07,0.04
A6,23.0,A0,1.57,0.18,0.0
A9,30.0,A8,0.13,,0.0
A1,29.0,A8,0.03,,0.0
A11,18.0,A5,0.0,,0.0
A0,18.0,A2,0.19,0.13,0.0
A10,23.0,A4,0.0,,0.36
A1,27.0,A10,0.67,,0.0
A5,29.0,A10,0.22,0.23,0.08
A11,35.0,A2,0.01,0.01,0.0
A9,28.0,A3,0.71,0.65,0.01
A11,27.0,A5,0.0,0.03,0.0
A11,30.0,A5,0.0,0.01,0.0
A5,,A0,0.16,,0.0
A4,32.0,A9,0.09,0.0,0.0
A1,25.0,A0,0.02,0.0,0.0
A13,23.0,A0,0.13,0.04,0.0
A1,30.0,A8,0.22,,0.0
A3,29.0,A4,0.08,,0.0
A6,21.0,A3,0.0,0.0,0.03
A6,20.0,A9,0.77,,0.0
A6,26.0,A4,0.0,0.0,0.04
A5,30.0,A8,0.07,,0.0
A6,25.0,A4,0.17,0.13,0.0
A9,27.0,A2,0.12,0.01,0.0
A5,27.0,A2,0.14,,0.31
A3,30.0,A11,0.11,,0.0
A1,29.0,A0,0.14,0.37,0.0
A13,22.0,A8,0.07,,0.0
A18,,A1,0.35,0.02,0.0
A9,28.0,A3,0.13,0.01,0.0
A4,31.0,A8,0.25,0.0,0.0
A11,30.0,A9,0.0,0.04,0.0
A5,32.0,A3,0.09,,0.24
A10,25.0,A6,0.09,0.03,0.0
A3,27.0,A9,0.06,0.2,0.0
A6,22.0,A4,0.62,0.44,1.06
A15,15.0,A10,0.0,0.0,0.4
A1,27.0,A2,0.0,0.0,0.07
A10,23.0,A6,2.93,1.25,0.83
A6,22.0,A10,0.38,0.25,0.26
A13,24.0,A8,0.19,,0.0
A10,23.0,A0,0.26,0.1,0.0
A5,33.0,A7,0.19,0.11,0.0
A10,22.0,A0,0.03,0.01,0.0
A6,28.0,A0,0.0,,0.01
A1,29.0,A2,0.22,,0.0
A1,26.0,A2,0.03,0.0,0.0
A9,30.0,A0,0.14,0.0,0.0
A6,27.0,A10,0.1,,0.05
A10,21.0,A5,0.0,,0.35
A14,19.0,A11,0.0,0.0,0.34
A25,15.0,A4,0.0,0.0,0.06
A6,25.0,A2,0.85,,0.0
A10,25.0,A9,0.02,0.01,0.0
A2,33.0,A10,0.21,,1.33
A5,34.0,A9,0.0,0.0,0.05
A0,22.0,A6,0.01,,0.0
A6,26.0,A2,1.56,1.4,0.07
A6,22.0,A10,0.0,,0.8
A2,32.0,A3,0.16,0.02,0.53
A0,21.0,A0,0.12,0.08,0.0
A16,34.0,A4,0.11,,0.06
A6,23.0,A9,0.21,,0.0
A4,27.0,A2,0.17,,0.0
A1,28.0,A4,0.02,0.0,0.0
A6,21.0,A2,0.0,0.0,0.05
A1,29.0,A3,0.1,,0.0
A5,31.0,A10,0.26,0.11,0.06
A6,26.0,A11,0.0,0.0,0.11
A11,36.0,A0,0.01,0.01,0.0
A3,29.0,A8,0.0,,0.02
A4,30.0,A2,0.18,,0.0
A1,26.0,A2,0.02,0.0,0.0
A9,27.0,A2,0.57,,0.0
A2,32.0,A4,0.0,0.0,0.03
A6,21.0,A9,0.13,0.1,0.0
A6,25.0,A3,0.14,0.11,0.0
A1,27.0,A2,0.04,,0.0
A5,30.0,A6,0.52,,0.01
A6,25.0,A0,0.33,,0.0
A9,28.0,A3,0.34,0.0,0.0
A9,27.0,A8,0.68,0.0,0.0
A1,29.0,A9,0.13,0.02,0.0
A15,15.0,A0,0.0,,0.1
A16,35.0,A2,0.0,,0.03
A1,29.0,A2,0.42,0.0,0.0
A23,36.0,A7,0.01,0.02,0.0
A1,27.0,A8,0.0,,0.0
A4,30.0,A8,0.1,0.08,0.0
A10,22.0,A9,0.01,0.0,0.0
A18,1.0,A7,1.26,0.08,0.0
A3,26.0,A5,0.14,0.0,0.0
A9,29.0,A0,0.1,0.02,0.0
A6,27.0,A11,0.0,0.0,0.01
A6,22.0,A0,0.0,0.0,0.44
A5,32.0,A2,0.0,,0.14
A4,35.0,A2,0.0,0.02,0.0
A17,22.0,A0,0.02,0.0,0.0
A4,29.0,A7,0.3,,0.0
A0,17.0,A4,0.03,,0.0
A8,16.0,A4,0.0,0.0,0.44
A4,32.0,A8,0.13,0.02,0.0
A6,23.0,A2,0.19,,0.0
A22,33.0,A2,0.33,0.22,0.0
A0,14.0,A9,0.0,,0.74
A1,28.0,A8,0.0,0.0,0.51
A0,15.0,A1,0.11,,0.0
A11,32.0,A2,0.06,0.05,0.0
A13,24.0,A0,0.04,0.01,0.0
A8,17.0,A4,0.0,0.0,0.21
A5,29.0,A7,0.04,,0.0
A0,20.0,A8,0.55,0.38,0.0
A10,21.0,A11,0.32,0.12,0.0
A6,24.0,A9,0.05,0.04,0.0
A2,31.0,A2,0.02,0.0,0.0
A0,15.0,A10,0.11,0.08,0.35
A4,28.0,A2,2.03,1.03,0.0
A1,31.0,A11,0.0,0.0,0.35
A17,24.0,A7,0.87,,0.07
A6,28.0,A0,0.21,,0.0
A6,24.0,A1,0.47,,0.17
A0,19.0,A10,2.28,,3.63
A5,32.0,A5,0.0,,0.01
A0,16.0,A10,0.06,0.04,0.09
A6,24.0,A10,0.11,0.08,0.28
A7,34.0,A7,0.47,0.8,0.03
A15,13.0,A0,0.0,0.0,0.12
A5,33.0,A3,0.0,0.0,0.04
A6,25.0,A0,0.74,0.03,0.0
A3,26.0,A2,0.18,0.0,0.0
A5,32.0,A11,0.0,0.0,0.3
A17,23.0,A9,0.02,0.01,0.0
A1,30.0,A10,0.0,0.0,0.13
A5,30.0,A7,0.04,0.0,0.0
A5,28.0,A10,0.05,,0.0
A5,32.0,A8,0.0,0.0,0.03
A21,,A10,0.0,0.0,0.29
A5,27.0,A2,0.17,,0.0
A3,29.0,A8,0.0,,0.26
A9,28.0,A0,0.17,0.0,0.0
A0,19.0,A5,0.02,0.01,0.0
A6,29.0,A2,0.08,0.07,0.0
A11,29.0,A10,0.0,0.01,0.0
A6,27.0,A4,0.0,0.0,0.01
A5,35.0,A2,0.0,0.0,0.06
A1,30.0,A2,0.13,0.12,0.0
A3,27.0,A0,0.0,0.0,0.09
A3,29.0,A0,0.19,0.0,0.0
A6,24.0,A10,0.03,,0.0
A6,26.0,A2,0.5,0.02,0.0
A21,19.0,A0,0.12,,0.0
A3,30.0,A3,0.0,,0.03
A5,28.0,A0,0.29,0.02,0.0
A17,,A0,0.23,,0.0
A7,35.0,A2,0.0,0.03,0.0
A9,29.0,A2,0.15,0.07,0.05
A6,20.0,A9,0.66,,0.15
A0,20.0,A10,0.11,,0.34
A4,31.0,A2,0.37,,0.0
A17,23.0,A6,0.12,0.03,0.0
A4,30.0,A7,0.05,0.0,0.0
A3,28.0,A9,0.24,0.33,0.01
A4,30.0,A4,0.0,,0.03
A4,29.0,A11,0.36,0.09,0.02
A4,34.0,A0,0.78,2.02,0.0
A1,29.0,A2,0.0,0.0,0.04
A1,25.0,A1,3.44,5.36,5.32
A11,20.0,A5,0.02,,0.0
A6,25.0,A6,0.78,0.45,0.0
A15,13.0,A0,0.0,0.0,0.53
A18,,A2,0.2,0.01,0.0
A6,20.0,A11,0.16,,0.06
A21,18.0,A9,0.35,0.06,0.0
A9,28.0,A4,0.0,,0.13
A6,24.0,A11,0.03,0.02,0.17
A16,34.0,A0,0.11,,0.0
A23,34.0,A0,0.02,0.1,0.0
A9,27.0,A2,0.17,0.0,0.0
A1,29.0,A9,0.02,,0.0
A1,28.0,A9,0.0,0.02,0.0
A11,30.0,A10,0.0,0.02,0.0
A9,,A3,0.13,0.0,0.0
A0,19.0,A3,0.01,,0.0
A5,31.0,A4,0.0,0.08,0.0
A9,29.0,A3,0.0,0.02,0.0
A1,28.0,A4,0.0,,0.01
A6,22.0,A0,0.0,0.0,0.09
A21,19.0,A6,0.09,0.02,0.0
A1,26.0,A10,6.42,,6.04
A9,29.0,A2,0.05,,0.0
A21,20.0,A6,0.16,0.04,0.0
A11,29.0,A10,0.0,,0.0
A5,29.0,A8,0.67,,0.0
A9,28.0,A0,0.0,0.2,0.0
A6,23.0,A11,0.37,,0.0
A12,16.0,A1,0.0,0.0,0.23
A13,21.0,A6,0.25,,0.0
A5,26.0,A9,0.24,0.7,0.16
A6,26.0,A4,0.0,0.0,0.02
A13,25.0,A3,0.28,,0.0
A11,25.0,A3,0.0,0.07,0.0
A16,36.0,A4,0.0,0.0,0.03
A10,23.0,A2,0.04,0.01,0.0
A5,28.0,A4,0.09,,0.0
A5,31.0,A8,0.0,0.0,0.08
A6,22.0,A9,0.41,0.32,0.0
A6,29.0,A8,0.09,,0.0
A13,22.0,A0,0.23,0.07,0.0
A6,24.0,A7,0.56,,0.0
A21,18.0,A0,0.0,0.0,0.27
A5,32.0,A2,0.47,0.14,0.02
A6,28.0,A2,0.49,0.0,0.01
A6,26.0,A0,3.63,,0.01
A4,31.0,A7,1.44,,0.04
A10,21.0,A0,0.85,0.31,0.0
A17,26.0,A0,0.14,0.04,0.0
A9,29.0,A2,0.14,,0.0
A0,18.0,A11,0.17,0.12,0.0
A2,35.0,A2,0.0,0.0,0.07
A15,14.0,A1,0.0,0.0,0.81
A9,28.0,A2,0.45,0.1,0.04
A9,30.0,A7,0.03,,0.0
A16,33.0,A2,0.0,0.0,0.07
A21,17.0,A9,0.47,0.11,0.0
A11,32.0,A1,0.0,0.02,0.0
A9,29.0,A8,0.06,0.0,0.0
A5,30.0,A7,0.09,,0.11
A12,14.0,A6,1.57,0.62,0.55
A3,32.0,A11,0.0,0.0,0.01
A0,18.0,A6,0.07,,0.0
A3,30.0,A0,0.0,0.0,0.06
A0,15.0,A10,0.09,0.06,0.0
A22,32.0,A2,0.06,0.07,0.0
A4,29.0,A2,0.31,0.19,0.02
A4,31.0,A9,0.06,0.0,0.0
A7,36.0,A10,0.0,,0.06
A2,33.0,,0.0,,0.04
A17,23.0,A0,0.02,0.0,0.0
A5,29.0,A9,0.27,,0.0
A6,25.0,A8,0.0,0.0,0.13
A0,18.0,A10,0.15,0.1,0.0
A1,30.0,A10,0.0,,0.12
A1,27.0,A11,0.09,0.01,0.0
A9,30.0,A0,0.0,0.06,0.0
A6,26.0,A2,0.13,0.1,0.0
A11,34.0,A10,0.08,0.07,0.0
A6,25.0,A2,0.09,,0.0
A15,14.0,A10,0.0,0.0,0.12
A1,31.0,A8,0.0,0.0,0.06
A23,34.0,A2,0.13,0.12,0.0
A0,19.0,A2,0.03,,0.0
A1,28.0,A2,0.53,0.0,0.0
A0,16.0,A6,3.23,2.35,0.94
A1,30.0,A2,0.0,,0.47
A10,21.0,A2,0.29,,0.0
A11,29.0,A1,0.0,,0.0
A3,32.0,A11,0.0,0.0,0.01
A6,21.0,A6,0.12,0.1,0.08
A0,20.0,A0,0.24,,0.0
A2,31.0,A3,0.07,,0.0
A5,29.0,A7,0.35,,0.01
A16,32.0,A7,0.21,0.16,0.02
A16,32.0,A4,0.0,,0.03
A5,28.0,A7,0.08,,0.0
A1,29.0,A4,0.1,0.0,0.0
A9,30.0,A4,0.04,0.0,0.0
A9,29.0,A0,0.87,,0.0
A17,22.0,A0,0.03,0.01,0.0
A1,29.0,A3,0.53,,0.0
A1,28.0,A3,0.46,,0.0
A6,26.0,A4,0.07,0.05,0.0
A0,19.0,A3,0.0,0.0,0.23
A7,35.0,A0,2.48,0.65,0.03
A10,24.0,A2,0.15,,0.0
A9,31.0,A8,0.1,0.0,0.0
A1,31.0,A4,0.0,0.0,0.06
A0,19.0,A2,0.1,0.07,0.0
A3,27.0,A2,0.23,0.31,0.0
A9,30.0,A2,0.15,0.0,0.0
A5,29.0,A8,0.2,0.11,0.0
A5,29.0,A2,0.14,0.16,0.0
A4,31.0,A2,0.09,0.0,0.0
A3,26.0,A11,0.0,0.0,0.07
A13,21.0,A0,0.41,0.19,0.0
A11,17.0,A5,0.0,0.01,0.0
A4,30.0,A11,0.0,0.0,0.03
A5,32.0,A0,1.72,,0.05
A1,30.0,A2,0.0,0.0,0.07
A1,30.0,A0,0.08,0.0,0.0
A9,30.0,A4,0.27,,0.0
A10,24.0,A2,0.37,0.14,0.0
A9,29.0,A10,0.26,0.05,0.0
A2,34.0,A2,0.0,0.0,0.01
A9,31.0,A8,0.0,,0.0
A0,16.0,A3,0.07,,0.0
A9,30.0,A0,0.18,0.0,0.0
A4,30.0,A11,0.23,,0.02
A0,15.0,A0,0.16,0.11,0.0
A0,18.0,A6,1.96,0.72,0.0
A13,25.0,A0,0.28,0.03,0.0
A10,22.0,A1,0.05,0.02,0.0
A6,24.0,A0,2.03,0.21,0.0
A5,31.0,A2,0.0,0.0,0.33
A0,19.0,A2,0.5,0.34,0.0
A3,30.0,A1,0.07,0.0,0.0
A2,32.0,A2,0.15,0.03,0.0
A2,32.0,A10,0.0,,0.2
A6,24.0,A8,0.07,0.06,0.0
A13,25.0,A2,0.04,0.01,0.0
A8,18.0,A5,0.0,0.0,0.08
A11,31.0,A7,0.11,0.1,0.0
A6,28.0,A2,0.22,0.02,0.0
A6,27.0,A10,0.0,0.0,0.08
A6,23.0,A0,0.5,0.39,0.0
A6,26.0,A2,0.02,,0.0
A5,31.0,A6,0.75,0.22,0.05
A6,22.0,A8,0.25,,0.0
A0,17.0,A0,0.0,0.0,0.25
A1,27.0,A2,0.08,0.03,0.0
A4,30.0,A2,0.0,0.0,0.02
A9,29.0,A0,0.33,0.01,0.0
A3,28.0,A4,0.0,0.0,0.03
A1,28.0,A2,0.35,0.12,0.0
A1,27.0,A2,0.25,0.0,0.31
A0,18.0,A1,0.0,0.0,0.32
A11,33.0,A9,0.0,0.01,0.0
A10,25.0,A8,0.06,,0.0
A5,33.0,A2,0.44,,0.0
A4,28.0,A0,0.13,0.76,0.03
A21,20.0,A9,0.16,0.04,0.0
A17,,A0,0.09,0.02,0.0
A3,33.0,A4,0.0,,0.02
A11,30.0,A0,0.0,1.01,0.0
A8,17.0,A0,0.0,0.0,0.49
A11,31.0,A10,0.0,0.02,0.0
A2,35.0,A0,0.0,0.0,0.14
A16,34.0,A8,0.0,,0.03
A4,29.0,A7,2.39,,0.03
A13,24.0,A4,0.09,0.03,0.0
A5,36.0,A0,0.0,0.04,0.0
A21,19.0,A11,2.95,0.6,1.97
A17,23.0,A11,0.19,0.05,0.0
A7,34.0,A6,0.21,0.61,0.0
A9,27.0,A3,0.69,0.03,0.06
A2,32.0,A8,0.0,0.02,0.0
A1,30.0,A8,0.04,0.0,0.0
A3,32.0,A2,0.0,,0.17
A11,26.0,A8,0.0,0.01,0.0
A5,32.0,A4,0.0,0.0,0.03
A1,28.0,A8,0.0,0.2,0.0
A4,31.0,A11,0.23,0.07,0.01
A10,25.0,A6,0.45,0.17,0.14
A1,29.0,A8,0.0,,0.0
A21,18.0,A9,0.05,0.01,0.0
A5,28.0,A2,0.88,0.54,0.02
A6,26.0,A2,0.03,,0.0
A1,31.0,A8,0.26,0.0,0.0
A5,27.0,A0,0.13,,0.0
A17,25.0,A3,0.19,0.05,0.0
A16,32.0,A8,0.11,,0.01
A6,24.0,A5,0.05,,0.0
A1,29.0,A9,0.14,,0.0
A12,11.0,A1,0.0,,0.73
A19,14.0,A10,0.0,0.0,0.11
A0,18.0,A2,0.03,0.02,0.0
A1,31.0,A5,0.08,,0.0
A17,23.0,A2,0.05,0.01,0.0
A1,26.0,A2,0.05,,0.0
A23,35.0,A2,0.03,,0.0
A3,25.0,A2,0.07,,0.11
A5,27.0,A0,0.0,0.0,0.02
A6,22.0,A10,0.03,,0.0
A16,35.0,A4,0.0,,0.03
A6,21.0,A0,0.44,,0.0
A5,31.0,A2,0.0,0.1,0.0
A4,31.0,A7,0.52,,0.0
A3,32.0,A10,0.0,0.0,0.19
A4,31.0,A8,0.08,0.02,0.0
A2,35.0,A8,0.0,0.0,0.11
A5,31.0,A0,0.0,,0.0
A3,26.0,A0,0.07,,0.0
A10,22.0,A2,0.04,0.01,0.0
A6,28.0,A8,0.61,0.0,0.0
A6,25.0,A2,0.34,0.01,0.15
A13,22.0,A10,0.15,0.04,0.0
A18,1.0,A7,1.18,0.08,0.0
A4,33.0,A10,0.89,,0.0
A9,28.0,A4,0.0,0.0,0.01
A10,23.0,A0,0.28,0.1,0.0
A16,35.0,A2,0.0,,0.0
A1,31.0,A2,0.09,,0.0
A0,18.0,A7,0.77,0.54,0.0
A7,36.0,A0,0.83,0.14,0.0
A5,29.0,A7,0.28,0.3,0.0
A1,26.0,A11,0.31,0.0,0.0
A5,32.0,A2,0.72,0.54,0.04
A5,30.0,A2,0.12,0.04,0.0
A9,30.0,A0,0.17,0.0,0.0
A6,28.0,A1,0.07,0.05,0.0
A4,33.0,A2,0.12,0.11,0.02
A4,30.0,A0,0.1,0.0,0.0
A6,25.0,A7,0.09,0.07,0.0
A10,24.0,A6,0.05,,0.0
A14,19.0,A0,0.0,,0.05
A5,30.0,A10,0.2,0.22,0.24
A5,33.0,A7,0.21,,0.0
A5,28.0,A8,0.27,,0.0
A15,11.0,A0,0.0,0.0,0.33
A6,26.0,A8,0.0,0.68,0.0
A10,23.0,A2,0.52,0.19,0.0
A22,33.0,A8,0.06,0.06,0.11
A4,30.0,A2,0.24,0.09,0.0
A4,34.0,A10,0.57,,0.0
A21,20.0,A3,0.21,0.05,0.0
A6,25.0,A2,0.26,,0.0
A4,,A8,0.06,0.0,0.0
A4,33.0,A2,0.12,0.09,0.0
A10,21.0,A0,0.19,0.07,0.0
A9,30.0,A4,0.06,0.0,0.0
A0,19.0,A5,0.06,,0.0
A1,31.0,A9,0.72,0.44,0.04
A3,30.0,A10,0.0,,0.6
A6,28.0,A8,0.25,0.19,0.0
A3,30.0,A11,0.11,0.04,0.09
A9,31.0,A7,0.6,0.21,0.0
A1,28.0,A1,0.05,,0.0
A9,29.0,A2,0.0,,0.17
A3,26.0,A8,0.0,0.0,0.09
A1,29.0,A2,0.0,,0.09
A3,26.0,A6,0.12,,0.0
A6,27.0,A5,0.0,0.0,0.04
A11,29.0,A7,0.01,,0.0
A12,21.0,A4,0.87,0.52,0.41
A17,22.0,A11,0.14,0.04,0.0
A2,32.0,A2,0.0,0.0,0.13
A6,26.0,A3,0.02,0.01,0.0
A4,32.0,A2,0.72,0.45,0.0
A6,27.0,A8,0.04,1.08,0.0
A9,30.0,A6,3.25,,1.03
A16,34.0,A2,0.1,,0.12
A6,22.0,A2,1.94,1.95,0.08
A5,36.0,A0,0.03,,0.0
A11,29.0,A3,0.0,0.01,0.0
A10,24.0,A4,0.26,0.1,0.07
A6,28.0,A11,0.0,0.0,0.01
A0,19.0,A0,0.06,,0.0
A17,23.0,A4,0.24,0.06,0.07
A1,27.0,A2,0.0,,0.01
A5,27.0,A6,0.26,0.29,0.02
A6,28.0,A8,0.06,0.05,0.0
A10,24.0,A6,0.0,0.0,0.08
A4,27.0,A9,0.48,1.29,0.02
A21,19.0,A2,0.18,,0.0
A9,31.0,A1,0.06,0.0,0.0
A1,30.0,A2,0.93,0.97,0.02
A1,28.0,A4,0.0,,0.04
A10,22.0,A6,0.02,,0.0
A1,27.0,A5,0.0,0.0,0.16
A13,23.0,A2,0.57,,0.0
